compound_id,standard_inchi_key,compound_name,bioactivities
CHEMBL1242476,QBPMDFDPUIVKQA-UHFFFAOYSA-N,,13
CHEMBL1241683,QFUHCUNJMQVKME-UHFFFAOYSA-N,,13
CHEMBL1242666,QRJVSLZNMWIKRS-UHFFFAOYSA-N,,13
CHEMBL1241776,QVFCDPRQRUAFKS-UHFFFAOYSA-N,,13
CHEMBL1240566,RUQMPILTACLXOK-UHFFFAOYSA-N,,13
CHEMBL1242386,SNHKARUQVBJTQS-UHFFFAOYSA-N,,13
CHEMBL1242384,SPUWUOGLPPVXCW-UHFFFAOYSA-N,,13
CHEMBL1241948,SSVLAVRFVKSIND-UHFFFAOYSA-N,,13
CHEMBL1241863,TVPWCFIAQIHELW-UHFFFAOYSA-N,,13
CHEMBL1242756,UGUJFPIEAZXKAK-UHFFFAOYSA-N,,13
CHEMBL1242477,ULPBTMCLMXCXEB-UHFFFAOYSA-N,,13
CHEMBL1241772,UMZSNSKPDRINJC-UHFFFAOYSA-N,,13
CHEMBL1242574,UVFCDQJUKYMBAZ-UHFFFAOYSA-N,,13
CHEMBL1241580,VEORWCZDRQSGJH-UHFFFAOYSA-N,,13
CHEMBL1241680,VMZGXVLGNHMKLW-UHFFFAOYSA-N,,13
CHEMBL1242567,VPSLBUMYCILBRD-UHFFFAOYSA-N,,13
CHEMBL1242573,VVLOLXBDTFEURK-UHFFFAOYSA-N,,13
CHEMBL1242379,WLLDKVYCGDHDLF-UHFFFAOYSA-N,,13
CHEMBL1242033,XEFOGCQNLWUZGB-UHFFFAOYSA-N,,13
CHEMBL1242750,XNODQMMIMXSTMX-UHFFFAOYSA-N,,13
CHEMBL1242475,XOKCNIACFBBJGV-UHFFFAOYSA-N,,13
CHEMBL1242469,XVTLRUAQTJKQLQ-UHFFFAOYSA-N,,13
CHEMBL1241679,YNOUNHICEHQLNM-UHFFFAOYSA-N,,13
CHEMBL1242118,YRJGEWAWXXEJNX-UHFFFAOYSA-N,,13
CHEMBL1241949,ZGBQFYGLPMXTSZ-UHFFFAOYSA-N,,13
CHEMBL1241682,ZNUODSNRAGKDRE-UHFFFAOYSA-N,,13
CHEMBL1242664,ZSAJPWOGVMFXHN-UHFFFAOYSA-N,,13
CHEMBL1242661,AXQKJTHCYRYSLF-UHFFFAOYSA-N,,12
CHEMBL271441,BDPBZUHWAVABDM-UHFFFAOYSA-N,SID103904373,12
CHEMBL243518,BQWUBCRDJPIJAT-UHFFFAOYSA-N,SID103904618,12
CHEMBL403402,DBXOMQJZSQLQED-UHFFFAOYSA-N,SID103904306,12
CHEMBL593221,DCKMTGBFLNPJPS-UHFFFAOYSA-N,,12
CHEMBL1241301,DINPOPQNCDTVPQ-UHFFFAOYSA-N,,12
CHEMBL409349,DLPARMNJOHFOLU-UHFFFAOYSA-N,SID103904298,12
CHEMBL373798,DMTDZFGYURLLKX-UHFFFAOYSA-N,SID103904445,12
CHEMBL272938,FOONBYIHFUMRSX-UHFFFAOYSA-N,SID103904299,12
CHEMBL604992,KBJCTAIADOTYHC-UHFFFAOYSA-N,,12
CHEMBL596292,NACVPONJWZPHAP-UHFFFAOYSA-N,,12
CHEMBL606466,NQHMMDRPRXVCLT-UHFFFAOYSA-N,,12
CHEMBL1242027,OUQOXXMJLDQZQC-UHFFFAOYSA-N,,12
CHEMBL593908,PIQNNSKBFMKWGB-UHFFFAOYSA-N,,12
CHEMBL593274,SRNHAKVSFVSSPN-UHFFFAOYSA-N,,12
CHEMBL593860,UJBJAMOSBBJZBK-UHFFFAOYSA-N,,12
CHEMBL404366,UUVMNPKFPGJBNX-UHFFFAOYSA-N,SID103904305,12
CHEMBL594228,ZEXJBANGHOAHDZ-UHFFFAOYSA-N,,12
CHEMBL593987,ZUXFIRWLAQBCCS-UHFFFAOYSA-N,,12
CHEMBL370378,AZGRESCKAVVMKU-UHFFFAOYSA-N,,11
CHEMBL201750,FDOSHTFSNUWZRF-UHFFFAOYSA-N,,11
CHEMBL372148,FTVRDQDWDBZPQP-UHFFFAOYSA-N,,11
CHEMBL199446,OTTHALQEWXGENA-UHFFFAOYSA-N,,11
CHEMBL51483,QBKSWRVVCFFDOT-UHFFFAOYSA-N,GOSSYPOL,11
CHEMBL201721,BUEJCBZTDZRXBI-UHFFFAOYSA-N,,10
CHEMBL382135,CBNXOSCGWXMGTB-UHFFFAOYSA-N,,10
CHEMBL1230609,CXQHYVUVSFXTMY-UHFFFAOYSA-N,SB-203580,10
CHEMBL213207,KEBXAEFZLCNLJJ-UHFFFAOYSA-N,SID103904237,10
CHEMBL407391,BVIAOQMSVZHOJM-UHFFFAOYSA-N,DIMETHYLADENINE,9
CHEMBL226232,JTRXEPCDEVNYPE-UHFFFAOYSA-N,SID103905262,9
CHEMBL1089101,LGVIXHMVSRYWJL-UHFFFAOYSA-N,SID103904692,9
CHEMBL86066,WHDJEAZLMYPLGL-UHFFFAOYSA-N,SID103905124,9
CHEMBL593306,MOQBNQNUPNPLCH-UHFFFAOYSA-N,,8
CHEMBL596087,MZWALFBOTNMRTP-UHFFFAOYSA-N,,8
,NSQSAUGJQHDYNO-UHFFFAOYSA-N,EPZ-6438,8
CHEMBL595615,OZWMSXPIQVMFDE-UHFFFAOYSA-N,,8
CHEMBL595406,SSHDKAJDJAVHAF-UHFFFAOYSA-N,,8
CHEMBL593275,WMBJPWPAQLGSFL-UHFFFAOYSA-N,,8
CHEMBL593909,WZTHBTBWYVSGPF-UHFFFAOYSA-N,,8
CHEMBL595142,XXSQNJQHHHVCBG-UHFFFAOYSA-N,,8
CHEMBL593245,ZQXWSHOYNMQRDD-UHFFFAOYSA-N,,8
CHEMBL593770,NSXLLHJZQNFGCH-UHFFFAOYSA-N,,7
CHEMBL199611,YRHPMZVDWXFYJY-UHFFFAOYSA-N,,7
CHEMBL375293,YRPIMMMBNUUYLG-UHFFFAOYSA-N,SID103905599,7
CHEMBL1603825,AAKJUGSASOCUFQ-UHFFFAOYSA-N,SCANDENIN,6
CHEMBL3039417,AJTULIWKBMDPCJ-IYGCLJFQSA-N,ANTHOTHECOL,6
CHEMBL3138652,APNJDIVXMGGHDX-PESSHVGISA-N,,6
CHEMBL1200467,ASDOKGIIKXGMNB-UHFFFAOYSA-N,HYDROXYZINE PAMOATE,6
CHEMBL2218877,AWMFUEJKWXESNL-JZBHMOKNSA-N,ERYTHROMYCIN ESTOLATE,6
CHEMBL593905,AXMDZPQSJQHLHJ-UHFFFAOYSA-N,,6
CHEMBL501680,BPYKTIZUTYGOLE-IFADSCNNSA-N,BILIRUBIN,6
CHEMBL3138664,BQDRKSSNLHIYIM-FGYUCKKHSA-N,,6
CHEMBL1697717,BQENDLAVTKRQMS-SBBGFIFASA-L,CARBENOXOLONE DISODIUM,6
CHEMBL159548,CTVAVEOYQKVFFY-DUSGSIEYSA-N,"""2',2'-BISEPIGALLOCATECHIN MONOGALLATE""",6
,CUDVHEFYRIWYQD-UHFFFAOYSA-N,LUCITANIB,6
CHEMBL3137741,CXFIQFGADOTDPF-CMLKYFHXSA-N,,6
CHEMBL604485,CYXVEZJWVJIFPJ-UHFFFAOYSA-N,,6
CHEMBL593760,DIOOREPVPOCQKL-UHFFFAOYSA-N,,6
CHEMBL1078052,DLYVTEULDNMQAR-SRNOMOOLSA-N,"""CHOLIC ACID, METHYL ESTER""",6
CHEMBL593294,DPYASQWYHILTBI-UHFFFAOYSA-N,,6
CHEMBL593292,DWCZEZXJZXJTHE-UHFFFAOYSA-N,,6
CHEMBL595374,DXQXEQLCDPJFHI-UHFFFAOYSA-N,,6
CHEMBL1410,FBWNMEQMRUMQSO-UHFFFAOYSA-N,NONOXYNOL 9,6
CHEMBL3138693,FJIIOEQLAAKWEL-VSELDIKBSA-N,,6
CHEMBL593910,FLGQTDLHJSQLIG-UHFFFAOYSA-N,,6
CHEMBL393220,FQCKMBLVYCEXJB-MNSAWQCASA-L,ATORVASTATIN CALCIUM,6
CHEMBL210868,FYEHYMARPSSOBO-UHFFFAOYSA-N,AURIN,6
CHEMBL1014,GHOSNRCGJFBJIB-UHFFFAOYSA-N,CANDESARTAN CILEXETIL,6
CHEMBL1171146,GMBQZIIUCVWOCD-WWASVFFGSA-N,SARSASAPOGENIN,6
CHEMBL3138689,HNFPPWVGLWDXQQ-ADHIUIKRSA-N,,6
CHEMBL3039300,HPSILLNWMJOWNM-UJMOMDHXSA-N,UTILIN,6
CHEMBL3138658,IBEZGTWSSFFKNB-JZEXCKIOSA-N,,6
CHEMBL228281,IEVVSJFLBYOUCJ-UHFFFAOYSA-N,NORSTICTIC ACID,6
CHEMBL594661,IPIWNOAWKGRYOY-UHFFFAOYSA-N,,6
CHEMBL551842,JHEWMLHQNRHTQX-UHFFFAOYSA-N,LOBARIC ACID,6
CHEMBL3085392,KEIRAXFVAMECMP-VFOAQDGDSA-N,PRIEURIANIN,6
CHEMBL593911,KHEXPUZMPCBDCB-UHFFFAOYSA-N,,6
CHEMBL260933,KOYXXLLNCXWUNF-UHFFFAOYSA-N,SID174007167,6
CHEMBL3039411,KVAGRMDUXLYLAZ-ZGZXWHTRSA-N,BUSSEIN,6
CHEMBL1436860,LFSCNWNADRUBLS-IWIPYMOSSA-N,DIMETHYL GAMBOGATE,6
CHEMBL506247,LRBQNJMCXXYXIU-PPKXGCFTSA-N,TANNIC ACID,6
CHEMBL36327,LSHVYAFMTMFKBA-TZIWHRDSSA-N,EPICATECHIN GALLATE,6
CHEMBL230006,MPDGHEJMBKOTSU-YKLVYJNSSA-N,ENOXOLONE,6
CHEMBL3138712,MRMHZWKIOFZZID-VRULEFBYSA-N,,6
CHEMBL1200688,NSYZCCDSJNWWJL-YXOIYICCSA-N,ERYTHROMYCIN ETHYLSUCCINATE,6
CHEMBL1293,OENHQHLEOONYIE-JLTXGRSLSA-N,BETA CAROTENE,6
CHEMBL486400,PGOYMURMZNDHNS-MYPRUECHSA-N,HEDERAGENIN,6
CHEMBL191,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,LOSARTAN,6
CHEMBL3138676,QDBAUJQKYJXHPB-SQIPALKSSA-N,,6
CHEMBL486193,QGNJRVVDBSJHIZ-QHLGVNSISA-N,RETINYL ACETATE,6
CHEMBL2269376,QSQFOIMEVMOMIJ-XTJNNKIQSA-N,METHYL 6-ACETOXYANGOLENSATE,6
CHEMBL1328088,RCLFRVZNHRFQGE-UHFFFAOYSA-N,LEOIDIN,6
CHEMBL1489769,RDHDUYAKDYQPEW-HWLWSTNVSA-M,LASALOCID A SODIUM,6
CHEMBL3039433,REDMIYQFNIRTDF-AKZXAPPFSA-N,ACETYL ISOGAMBOGIC ACID,6
CHEMBL1017,RMMXLENWKUUMAY-UHFFFAOYSA-N,TELMISARTAN,6
CHEMBL1491099,RPHAAJGBADUATP-UHFFFAOYSA-N,GANGALEOIDIN,6
CHEMBL3138678,RPPVTVIFAKGTDU-SZEXXHSXSA-N,,6
CHEMBL71893,RSWGJHLUYNHPMX-ONCXSQPRSA-N,ABIETIC ACID,6
CHEMBL1401508,SEBFKMXJBCUCAI-UHFFFAOYSA-N,SILIBININ,6
CHEMBL1200701,SIGZQNJITOWQEF-VICXVTCVSA-M,DICLOXACILLIN SODIUM,6
CHEMBL44,TZBJGXHYKVUXJN-UHFFFAOYSA-N,GENISTEIN,6
CHEMBL1200692,UQGKUQLKSCSZGY-UHFFFAOYSA-N,OLMESARTAN MEDOXOMIL,6
CHEMBL3138660,UWOANMOYULTSJG-XBGRQLTRSA-N,,6
CHEMBL3039293,UXEQRVDJXHNPFC-YZWLQPDGSA-N,CHUKRASIN METHYL ETHER,6
CHEMBL1456870,VDSCKSOYNLTQSY-VGJPRPLGSA-N,GARCINOLIC ACID,6
CHEMBL3138711,VOUDTVRGPAGHGA-SPCDHBOGSA-N,,6
CHEMBL504794,VSRMYECBCGPXAW-SIVHJCNUSA-N,BETA-ESCIN,6
CHEMBL1526240,VZXLWEWYBUGLJA-XKZIYDEJSA-N,DIHYDROGAMBOGIC ACID,6
CHEMBL593971,WCRYRBRNFCXTTR-UHFFFAOYSA-N,,6
CHEMBL1161,WOFMFGQZHJDGCX-ZULDAHANSA-N,MOMETASONE FUROATE,6
,YEAHTLOYHVWAKW-UHFFFAOYSA-N,PALOMID-529,6
CHEMBL3138701,YIEIZLQDUWWSED-CRHINSDJSA-N,,6
CHEMBL15594,YZXBAPSDXZZRGB-DOFZRALJSA-N,ARACHIDONIC ACID,6
CHEMBL434864,ZEASWHWETFMWCV-ISBUVJFSSA-N,THEAFLAVIN DIGALLATE,6
CHEMBL604893,ZGTHJDQZGGIPLL-UHFFFAOYSA-N,,6
CHEMBL1314749,ZZGVJHSBRGZEML-UHFFFAOYSA-N,DECAHYDROGAMBOGIC ACID,6
CHEMBL370588,AHBFRDFGJZRTEK-UHFFFAOYSA-N,,5
CHEMBL275224,AIFRHYZBTHREPW-UHFFFAOYSA-N,NORHARMANE,5
CHEMBL201496,AJVYKTWTYTZZBL-UHFFFAOYSA-N,,5
CHEMBL1241145,AOJDXERKDPWWFJ-UHFFFAOYSA-N,,5
CHEMBL199280,APNRVHUJZHKTDY-UHFFFAOYSA-N,,5
CHEMBL201008,ARQDPBXHSFRPRH-UHFFFAOYSA-N,,5
CHEMBL199884,AVEYDODSONUKCQ-UHFFFAOYSA-N,,5
CHEMBL203413,BDLFZJSJPYPKOZ-UHFFFAOYSA-N,,5
CHEMBL377485,BEDJXTZHYOLEPQ-UHFFFAOYSA-N,,5
CHEMBL201745,BKFQUXHRSKOHQG-UHFFFAOYSA-N,,5
CHEMBL202876,BXVGJROAEXMGOL-UHFFFAOYSA-N,,5
CHEMBL201749,CATPTKAYOJQNBR-UHFFFAOYSA-N,,5
CHEMBL1241489,CBWWAMHIIZVQTP-UHFFFAOYSA-N,,5
CHEMBL201595,CCJMWBUVFYXMOJ-UHFFFAOYSA-N,,5
CHEMBL199326,CEBZSDJFTQSKNB-UHFFFAOYSA-N,,5
CHEMBL1241144,CPMNKRVPHIWHLU-UHFFFAOYSA-N,,5
CHEMBL201585,CZSIWCHSTUKTMN-UHFFFAOYSA-N,,5
CHEMBL199327,DPZXZYXYORFFKR-UHFFFAOYSA-N,,5
CHEMBL201329,DRBWKAFKKDSUAN-UHFFFAOYSA-N,,5
CHEMBL198294,DTFFMFFOAKREQV-UHFFFAOYSA-N,,5
CHEMBL201580,FIBYJINJXUYRHV-UHFFFAOYSA-N,,5
CHEMBL201145,FQGGIJIQRRXFOZ-UHFFFAOYSA-N,,5
CHEMBL383638,FRXLNACWYMPJGZ-UHFFFAOYSA-N,,5
CHEMBL381538,GAWYCBYRYBDZFT-UHFFFAOYSA-N,,5
CHEMBL201791,GDABKDVNVSXWPP-UHFFFAOYSA-N,,5
CHEMBL199330,GNYYZGRRHHJSGU-UHFFFAOYSA-N,,5
CHEMBL201594,GPFAWXMAIJMLRE-UHFFFAOYSA-N,,5
CHEMBL382663,HFTMWCCNCRFCQF-UHFFFAOYSA-N,,5
CHEMBL201054,HFUXLUMUEISPCY-UHFFFAOYSA-N,,5
CHEMBL199354,HKTMAHFYXSEAQB-UHFFFAOYSA-N,,5
CHEMBL201773,HTBNCDBEUPANGR-UHFFFAOYSA-N,,5
CHEMBL201128,HUSMKCOFKJZSFR-UHFFFAOYSA-N,,5
CHEMBL380847,IJWAXAZVNVPWBR-UHFFFAOYSA-N,,5
CHEMBL1242383,IJWIFRLVNMBBGB-UHFFFAOYSA-N,,5
CHEMBL1231371,ILKDWZKZLIHMFM-UHFFFAOYSA-N,,5
CHEMBL514942,ILOAUSWXRCKWFH-UHFFFAOYSA-N,,5
CHEMBL381540,JAOIGADLYQLIKJ-UHFFFAOYSA-N,,5
CHEMBL199826,JCXBQIPCLFPVEW-UHFFFAOYSA-N,,5
CHEMBL201157,JDLAMKGHPDKFSU-UHFFFAOYSA-N,,5
CHEMBL202766,JJIOOGLZSLOLRQ-UHFFFAOYSA-N,,5
CHEMBL1241104,JPWZTNIDHIJKIS-UHFFFAOYSA-N,,5
CHEMBL425395,JTHKBXNYHRMGKJ-UHFFFAOYSA-N,,5
CHEMBL201028,JWIJBCSHXRVNLA-UHFFFAOYSA-N,,5
CHEMBL1241585,KBISPTKNKNERJS-UHFFFAOYSA-N,,5
CHEMBL201321,KJNHVJLVNQWDOB-UHFFFAOYSA-N,,5
CHEMBL487402,KLAOKWJLUQKWIF-UHFFFAOYSA-N,EUPATORIN,5
CHEMBL199583,KOFYMHLBWLOQCR-UHFFFAOYSA-N,,5
CHEMBL1241389,LAMQNMITGABMLJ-UHFFFAOYSA-N,,5
CHEMBL201895,LEZSDKDMYVEWBA-UHFFFAOYSA-N,,5
CHEMBL200105,LHMQNWPJSIWFLP-UHFFFAOYSA-N,,5
CHEMBL202665,LKJSFFJBVQESFA-UHFFFAOYSA-N,,5
CHEMBL1241441,LQRSFPTVTRTRMP-UHFFFAOYSA-N,,5
CHEMBL202359,LWWOHEAOPXQSLD-UHFFFAOYSA-N,,5
CHEMBL1241356,LYIJURYCZAIAPJ-UHFFFAOYSA-N,,5
CHEMBL201006,LZLIREWDYDIPNK-UHFFFAOYSA-N,,5
CHEMBL378815,MGZKFAUYVPPYJO-UHFFFAOYSA-N,,5
CHEMBL424671,MKJDYAUCMPAWMT-UHFFFAOYSA-N,,5
CHEMBL381091,MLOKMUUSEUIIGH-UHFFFAOYSA-N,,5
CHEMBL203359,MNZDYPXDENLDQX-UHFFFAOYSA-N,,5
CHEMBL203148,MZJKREKPOJROSR-UHFFFAOYSA-N,,5
CHEMBL201127,NCVDREIDZXUDFC-UHFFFAOYSA-N,,5
CHEMBL199688,NHACOWFQPMVIBG-UHFFFAOYSA-N,,5
CHEMBL1241269,NIQJRFJYORDEIO-UHFFFAOYSA-N,,5
,NRUKOCRGYNPUPR-PSZSYXFXSA-N,TENIPOSIDE,5
CHEMBL1242473,NZYYLYBHKWTPIP-UHFFFAOYSA-N,,5
CHEMBL370205,OBRLHFBUUWTVMS-UHFFFAOYSA-N,,5
CHEMBL197605,OCWSAIKHMSCRFH-UHFFFAOYSA-N,,5
CHEMBL1242474,ODWVHXIVPROZCG-UHFFFAOYSA-N,,5
CHEMBL201239,OHWWIWAQNOEJKA-UHFFFAOYSA-N,,5
CHEMBL1242849,OJYDVUFMZAPIDE-UHFFFAOYSA-N,,5
CHEMBL1242292,OKVMRMKMAISZAE-UHFFFAOYSA-N,,5
CHEMBL201447,OLFCLNQNUIIWPM-UHFFFAOYSA-O,,5
CHEMBL1241142,OXCDRCGLQPSXNL-UHFFFAOYSA-N,,5
CHEMBL202358,OYEIVOSTIBNOSC-UHFFFAOYSA-N,,5
CHEMBL201796,PCVZFCWEKBFCAJ-UHFFFAOYSA-N,,5
CHEMBL201026,PDFGJPCUSITVSI-UHFFFAOYSA-N,,5
CHEMBL379688,PFFCZHNKBAGBLM-UHFFFAOYSA-N,,5
CHEMBL380481,PGTXFPCYELLJBT-UHFFFAOYSA-N,,5
CHEMBL199898,PGWPQGPURQYVJW-UHFFFAOYSA-N,,5
CHEMBL1241242,PHHVQWRVIMNMHB-UHFFFAOYSA-N,,5
,PNMYJIOQIAEYQL-UHFFFAOYSA-N,TH588,5
CHEMBL381522,PXXVUVOYJKDUKB-UHFFFAOYSA-N,,5
CHEMBL200967,PYVWMBHGWIEVTH-UHFFFAOYSA-N,,5
CHEMBL438071,QCDBBBRLYUQFIK-UHFFFAOYSA-N,,5
CHEMBL426660,QDVXPLSCDFEVDT-UHFFFAOYSA-N,,5
CHEMBL201243,QMURZXBHECCACD-UHFFFAOYSA-N,,5
CHEMBL27041,QTMMGCYGCFXBFI-UHFFFAOYSA-N,,5
CHEMBL1242291,QZYQUDYDLUIEAI-UHFFFAOYSA-N,,5
CHEMBL27043,RFYZESCOUUACOW-UHFFFAOYSA-N,,5
CHEMBL199399,RIQAZSHUWAMREQ-UHFFFAOYSA-N,,5
CHEMBL1241358,RVPXAELUZDRFLN-UHFFFAOYSA-N,,5
CHEMBL202828,SGLDYCXUSGHLPC-UHFFFAOYSA-N,,5
CHEMBL377434,SKLQFFSOFCTHCQ-UHFFFAOYSA-N,,5
CHEMBL1241240,SODYJCMOYUIBII-UHFFFAOYSA-N,,5
CHEMBL1241355,SPCDTCWCGHTEOV-UHFFFAOYSA-N,,5
CHEMBL201554,SQPXFKAIIGBCGI-UHFFFAOYSA-N,,5
CHEMBL1241488,STUXLJREBRDEOX-UHFFFAOYSA-N,,5
CHEMBL202767,SYWJSKUGSUEULE-UHFFFAOYSA-N,,5
CHEMBL203196,TUBWSDBFGOLBIV-UHFFFAOYSA-N,,5
CHEMBL1241584,UHEDHNITFXEDER-UHFFFAOYSA-N,,5
CHEMBL1242205,UHEYNNXOPKMSPN-UHFFFAOYSA-N,,5
CHEMBL201679,UJRZLBZSMLTOBF-UHFFFAOYSA-N,,5
CHEMBL383321,UPKPXBLLHMEEHF-UHFFFAOYSA-N,,5
CHEMBL1242116,UTSMKWBXJSXTKR-UHFFFAOYSA-N,,5
CHEMBL370629,UUSZMPVCNIYGRD-UHFFFAOYSA-N,,5
CHEMBL381214,VCPSPVGCIBZGCA-UHFFFAOYSA-N,,5
CHEMBL1241357,VKOYIBJFFMYOHB-UHFFFAOYSA-N,,5
CHEMBL382234,VPARIMNKTUNOJB-UHFFFAOYSA-N,,5
CHEMBL1241440,VTESNCUIXXLASG-UHFFFAOYSA-N,,5
CHEMBL382764,VTUNZFFCWJBTMW-UHFFFAOYSA-N,,5
CHEMBL201024,VXGGLXCOAJWAPF-UHFFFAOYSA-N,,5
CHEMBL203030,WDMPGMACHIQWFR-UHFFFAOYSA-N,,5
CHEMBL203305,WPGDHSTZOBGPJX-UHFFFAOYSA-N,,5
CHEMBL203088,XKJVLEUGGMTMES-UHFFFAOYSA-N,,5
CHEMBL1242206,XLCLMAZCEFJFTM-UHFFFAOYSA-N,,5
CHEMBL199834,XMBROSDRBABBEI-UHFFFAOYSA-N,,5
CHEMBL31,XUBOMFCQGDBHNK-UHFFFAOYSA-N,GATIFLOXACIN,5
CHEMBL1240594,XWPGTERWQLQPCG-UHFFFAOYSA-N,,5
CHEMBL199722,YDOCNTGWZZZOMO-UHFFFAOYSA-N,,5
CHEMBL201323,YFBNYRAFLFBXLP-UHFFFAOYSA-N,,5
CHEMBL1242382,YFPORDWIOKIJNS-UHFFFAOYSA-N,,5
CHEMBL381473,YQXDRLYPDKTPAP-UHFFFAOYSA-N,,5
CHEMBL199485,YRDFTGHYBMXMJX-UHFFFAOYSA-N,,5
CHEMBL198338,YTQVYBWYASCOSU-UHFFFAOYSA-N,,5
CHEMBL1241143,YWFCZWIMKXLKJY-UHFFFAOYSA-N,,5
CHEMBL1242204,YYVUOZULIDAKRN-UHFFFAOYSA-N,,5
CHEMBL199353,YZADYLANTDJQCH-UHFFFAOYSA-N,,5
CHEMBL201042,ZBJNVPHANKXVEI-UHFFFAOYSA-N,,5
CHEMBL201293,ZEHWFMJMZOZIAM-UHFFFAOYSA-N,,5
CHEMBL203037,ZJIWYSVNLCZXDJ-UHFFFAOYSA-N,,5
CHEMBL1242850,ZOGBDFHHTSGOKO-UHFFFAOYSA-N,,5
CHEMBL1240567,ZPULZIKXLVCVFG-UHFFFAOYSA-N,,5
CHEMBL201493,ZVKQGJZAIYNFMS-UHFFFAOYSA-N,,5
CHEMBL201281,ZYSDLLXOCRDCHJ-UHFFFAOYSA-N,,5
CHEMBL199862,ZYSZYFXFIMNBOF-UHFFFAOYSA-N,,5
CHEMBL1741,AGOYDEPGAOXOCK-KCBOHYOISA-N,CLARITHROMYCIN,4
CHEMBL273807,AJBBEYXFRYFVNM-UHFFFAOYSA-N,,4
CHEMBL275084,APIXJSLKIYYUKG-UHFFFAOYSA-N,ISOBUTYLMETHYLXANTHINE,4
CHEMBL201108,BEENGFUSXOBQDU-UHFFFAOYSA-N,,4
CHEMBL198243,BOAKPHNCXBGLGI-UHFFFAOYSA-N,,4
CHEMBL275605,BZAIRJUILWPFJR-UHFFFAOYSA-N,,4
,CCAWRGNYALGPQH-UHFFFAOYSA-N,AGI-6780,4
CHEMBL473556,CCIYHYFLYIQCJR-UHFFFAOYSA-N,,4
CHEMBL200012,CEFLYJWUMXCSCC-UHFFFAOYSA-N,,4
CHEMBL198403,CKXVMLWCOQJXAZ-UHFFFAOYSA-N,,4
CHEMBL480091,DFEHQWFIOMAGBM-UHFFFAOYSA-N,AVOCADENE,4
,GKJCVYLDJWTWQU-CXLRFSCWSA-N,LY-2874455,4
CHEMBL17003,GNWZTRBDJOQWCR-UHFFFAOYSA-N,,4
CHEMBL3137744,HEBKCHPVOIAQTA-ZXFHETKHSA-N,,4
CHEMBL457,HEMJJKBWTPKOJG-UHFFFAOYSA-N,GEMFIBROZIL,4
CHEMBL3039264,HNFPPWVGLWDXQQ-JXSKQKFNSA-N,3-DEOXO-3BETA-ACETOXYDEOXYDIHYDROGEDUNIN,4
CHEMBL596059,HPJSNEQIUZAEBL-UHFFFAOYSA-N,,4
CHEMBL464958,IVHWWYNBMIROCV-LMTLKJQUSA-N,BETA-DIHYDROGEDUNOL,4
CHEMBL198191,JBGOGLZYEKBTKL-UHFFFAOYSA-N,,4
CHEMBL1255589,JCNPYMDDOUQTBK-UHFFFAOYSA-M,LORGLUMIDE SODIUM,4
CHEMBL199664,JMIICIZEKBOKPD-UHFFFAOYSA-N,,4
CHEMBL380901,JUHUTNWCKIRBFC-UHFFFAOYSA-N,,4
CHEMBL202980,LCXDBQPDWJISMA-UHFFFAOYSA-N,,4
CHEMBL1136,LJVAJPDWBABPEJ-PNUFFHFMSA-N,TELITHROMYCIN,4
,LMJFJIDLEAWOQJ-CQSZACIVSA-N,AZD-8186,4
CHEMBL1751,LTMHDMANZUZIPE-PUGKRICDSA-N,DIGOXIN,4
CHEMBL200052,MARLKFVRUBBKPD-UHFFFAOYSA-N,,4
CHEMBL199486,MIUFQVYUQXLGKH-UHFFFAOYSA-N,,4
CHEMBL1255855,MNULEGDCPYONBU-AWJDAWNUSA-N,OLIGOMYCIN,4
CHEMBL199999,MZENJXQJSAYEJW-UHFFFAOYSA-N,,4
CHEMBL201109,NFOVCXLUZTXJAO-UHFFFAOYSA-N,,4
CHEMBL16677,PMGIEKWQRPFFJL-UHFFFAOYSA-N,,4
CHEMBL199697,PMNVTYJKRYGRPH-UHFFFAOYSA-N,,4
CHEMBL278039,PSKLSICGXZNEBV-UHFFFAOYSA-N,,4
CHEMBL3138642,QFRUZVNPYYYLAN-MHNZRQJESA-N,,4
CHEMBL382413,QINAZTQESHGPEW-UHFFFAOYSA-N,,4
CHEMBL203043,RHXRPAQOUNYAHJ-UHFFFAOYSA-N,,4
CHEMBL201523,STQDLIIMMNSUOO-UHFFFAOYSA-N,,4
CHEMBL201133,SVGAUYCXJABJTB-UHFFFAOYSA-N,,4
CHEMBL211501,UIFFUZWRFRDZJC-SBOOETFBSA-N,ANTIMYCIN A,4
CHEMBL3138694,UIUKQADPLSFRBN-XSYLZSBGSA-N,,4
CHEMBL201548,URLGGUHGSLQDEV-UHFFFAOYSA-N,,4
CHEMBL3039082,UWNQSONNONTGTF-LTZHBOCPSA-N,"""1,3-DIDEACETYLDEOXYKHIVORIN""",4
CHEMBL200011,VZHJMDCXOPDMTI-UHFFFAOYSA-N,,4
CHEMBL169,WCGUUGGRBIKTOS-GPOJBZKASA-N,URSOLIC ACID,4
CHEMBL601891,XDHCWTUZCOFKRH-CIKBGXLUSA-N,11-OXOURSOLIC ACID ACETATE,4
CHEMBL439868,XGWSSATXJAYXNU-UHFFFAOYSA-N,,4
CHEMBL201650,XJNVMLHWNUVXEY-UHFFFAOYSA-N,,4
CHEMBL198345,XWQUKWVNGUKKSR-UHFFFAOYSA-N,,4
